002259277707	1
002439	4
002442	11
002444	14
007092047435	1
007092047436	1
007231000105	1
007231000123	1
007231000162	1
015989	9
038484	1
044052	4
052405	4
120324	1
205413	3
258863	8
258914	9
285534	18
286079	4
323658	4
342903	1
353646	1
364774	8
374667	12
380414	4
567983	7
617223	1
653032	2
671424	1
687685	1
687711	1
709360	6
728126	1
733414	1
738199	3
761508	6
785244	7
834849	1
938015	2
951184	2
969030	1
988708	1
